mode,brand,fuel_type,kilometers_driven,mileage,owner_type,power,price,seats,transmission,year
HONDA CITY,HONDA,Petrol,67590,17,First,118,5.65,5,Manual,2012
HONDA CITY,HONDA,Petrol,25000,18,First,117.3,9.45,5,Automatic,2016
HONDA CITY,HONDA,Petrol,71499,17,First,118,3,5,Manual,2009
HONDA CITY,HONDA,Petrol,60952,16.8,First,118,5.91,5,Automatic,2014
HONDA CITY,HONDA,Petrol,34696,18,First,117.3,12.08,5,Automatic,2018
HONDA CITY,HONDA,Diesel,65000,26,First,98.6,5.95,5,Manual,2015
HONDA CITY,HONDA,Petrol,32000,17.8,First,117.3,5.5,5,Manual,2015
HONDA CITY,HONDA,Petrol,44000,17.7,First,78,1.55,5,Manual,2006
HONDA CITY,HONDA,Petrol,10500,17.4,First,117.3,5.9,5,Manual,2014
HONDA CITY,HONDA,Petrol,41000,16.8,Second,116.3,4.5,5,Manual,2012
HONDA CITY,HONDA,Petrol,56000,16.8,First,116.3,3.45,5,Manual,2011
HONDA CITY,HONDA,Diesel,65850,25.1,First,98.6,9.44,5,Manual,2017
HONDA CITY,HONDA,Petrol,38622,17.4,First,117.3,6.26,5,Manual,2013
HONDA CITY,HONDA,Petrol,23000,17.4,First,117.3,7,5,Manual,2015
HONDA CITY,HONDA,Petrol,57000,17,First,118,5.48,5,Manual,2014
HONDA CITY,HONDA,Petrol,51000,16.8,First,118,4.5,5,Automatic,2013
HONDA CITY,HONDA,Petrol,50266,17,First,118,5.53,5,Manual,2013
HONDA CITY,HONDA,Diesel,56002,26,First,98.6,6.1,5,Manual,2014
HONDA CITY,HONDA,Petrol,53000,18.42022472,Second,110.7827068,1.85,5,Manual,2002
HONDA CITY,HONDA,Petrol,100173,16.9,Second,100,2.4,5,Manual,2006
HONDA CITY,HONDA,Petrol,75000,17.7,Second,78,1.49,5,Manual,2007
HONDA CITY,HONDA,Petrol,34634,17.8,First,117.3,6.9,5,Manual,2016
HONDA CITY,HONDA,Petrol,80000,17,Second,118,3.85,5,Manual,2011
HONDA CITY,HONDA,Petrol,69000,17.7,First,78,2.7,5,Manual,2008
HONDA CITY,HONDA,Petrol,29512,17.4,First,117.3,7.9,5,Manual,2016
HONDA CITY,HONDA,Petrol,31423,17,First,118,1.99,5,Manual,2009
HONDA CITY,HONDA,Diesel,71000,25.1,Second,98.6,6.2,5,Manual,2014
HONDA CITY,HONDA,Petrol,42000,17,First,118,2.3,5,Manual,2009
HONDA CITY,HONDA,Diesel,64465,26,First,98.6,6.22,5,Manual,2015
HONDA CITY,HONDA,Petrol,122000,17,Second,118,3.5,5,Manual,2009
HONDA CITY,HONDA,Petrol,45000,16.8,First,118,5.25,5,Automatic,2015
HONDA CITY,HONDA,Diesel,37000,26,First,98.6,11,5,Manual,2017
HONDA CITY,HONDA,Petrol,5000,17.8,First,117.3,10.11,5,Manual,2018
HONDA CITY,HONDA,Petrol,60000,17,First,118,2.7,5,Manual,2010
HONDA CITY,HONDA,Petrol,42000,17,First,118,4.75,5,Manual,2012
HONDA CITY,HONDA,Diesel,84580,26,First,98.6,6.83,5,Manual,2016
HONDA CITY,HONDA,Petrol,40000,16.8,First,116.3,6.49,5,Manual,2014
HONDA CITY,HONDA,Petrol,46000,16.8,First,116.3,4.15,5,Manual,2011
HONDA CITY,HONDA,Petrol,34000,17.4,First,117.3,5.75,5,Manual,2012
HONDA CITY,HONDA,Petrol,22321,18,First,117.3,11.66,5,Automatic,2019
HONDA CITY,HONDA,Petrol,57004,17.4,First,117.3,5.35,5,Manual,2014
HONDA CITY,HONDA,Petrol,11732,17.4,First,117.3,10.07,5,Manual,2018
HONDA CITY,HONDA,Diesel,53000,26,First,98.6,9.75,5,Manual,2016
HONDA CITY,HONDA,Petrol,24398,17.8,First,117.3,7.9,5,Manual,2015
HONDA CITY,HONDA,Petrol,72000,16.8,First,116.4,3.2,5,Automatic,2009
HONDA CITY,HONDA,Diesel,30000,25.1,First,98.6,6.95,5,Manual,2015
HONDA CITY,HONDA,Diesel,65792,26,First,98.6,8.11,5,Manual,2017
HONDA CITY,HONDA,Diesel,82000,25.6,First,98.6,8,5,Manual,2015
HONDA CITY,HONDA,Diesel,36000,25.1,First,98.6,10.25,5,Manual,2016
HONDA CITY,HONDA,Petrol,48094,17,First,118,7.25,5,Manual,2014
HONDA CITY,HONDA,Petrol,186679,13,Second,100,1.76,5,Manual,2004
HONDA CITY,HONDA,Petrol,60000,17,Third,118,3.25,5,Manual,2009
HONDA CIVIC,HONDA,Petrol,71088,13.5,First,130,3.35,5,Manual,2010
HONDA CIVIC,HONDA,Petrol,88578,13.5,First,130,3.95,5,Manual,2012
HONDA CIVIC,HONDA,Petrol,61938,12.9,Second,130,2.65,5,Automatic,2008
HONDA CIVIC,HONDA,Petrol,51000,13.5,First,130,4.9,5,Manual,2007
HONDA CIVIC,HONDA,Petrol,38000,14.8,First,130.2,2,5,Manual,2010
HONDA CIVIC,HONDA,Petrol,72000,13.5,First,130,2.5,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,92000,14.8,Second,130.2,3.35,5,Manual,2012
HONDA CIVIC,HONDA,Petrol,86000,14.8,First,130.2,2.9,5,Manual,2010
HONDA CIVIC,HONDA,Petrol,95000,12.9,Second,130,3,5,Automatic,2008
HONDA CIVIC,HONDA,Petrol,110000,13.5,First,130,2.65,5,Manual,2006
HONDA CIVIC,HONDA,Petrol,72000,12.9,Second,130,5.5,5,Automatic,2011
HONDA CIVIC,HONDA,Petrol,152000,13.5,Second,130,3,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,61700,14.8,First,130.2,2.95,5,Manual,2010
HONDA CIVIC,HONDA,Petrol,77000,13.5,First,130,2.5,5,Manual,2007
HONDA CIVIC,HONDA,Petrol,89000,13.5,First,130,4.25,5,Manual,2009
HONDA CIVIC,HONDA,Petrol,93000,12.9,Second,130,2.6,5,Automatic,2007
HONDA CIVIC,HONDA,Petrol,55000,14.8,First,130.2,5,5,Manual,2011
HONDA CIVIC,HONDA,Petrol,62000,12.9,First,130,3.75,5,Automatic,2011
HONDA CIVIC,HONDA,Petrol,69000,12.9,Second,130,2.25,5,Automatic,2007
HONDA CIVIC,HONDA,Petrol,66000,13.5,Third,130,3.25,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,87000,13.5,First,130,2.35,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,56361,12.9,First,130,4.38,5,Automatic,2011
HONDA CIVIC,HONDA,Petrol,47000,14.8,First,130.2,3.95,5,Manual,2012
HONDA CIVIC,HONDA,Petrol,92000,13.5,First,130,1.9,5,Manual,2007
HONDA CIVIC,HONDA,Petrol,70000,13.5,First,130,4.25,5,Manual,2009
HONDA CIVIC,HONDA,Petrol,47000,13.9,Second,130.3,4.5,5,Automatic,2011
HONDA CIVIC,HONDA,Petrol,80000,13.5,First,130,2.75,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,152633,12.9,First,130,3,5,Automatic,2008
HONDA CIVIC,HONDA,Petrol,69972,13.5,First,130,3.8,5,Manual,2008
HONDA CIVIC,HONDA,Petrol,59000,13.5,First,130,2.71,5,Manual,2009
HONDA CIVIC,HONDA,Petrol,125000,13.5,Second,130,2.3,5,Manual,2006
HONDA CIVIC,HONDA,Petrol,56927,13.5,First,130,4.41,5,Manual,2009
HONDA CR-V,HONDA,Petrol,47700,10.8,Second,152,5.25,5,Manual,2007
HONDA CR-V,HONDA,Petrol,119000,13.1,Third,141.1,3.91,5,Manual,2007
HONDA CR-V,HONDA,Petrol,78000,12,First,187.4,3.99,5,Automatic,2004
HONDA CR-V,HONDA,Petrol,63856,13.7,First,153.86,13.96,5,Automatic,2015
HONDA CR-V,HONDA,Petrol,94000,10.1,Second,152,4.8,5,Automatic,2010
HONDA CR-V,HONDA,Petrol,24000,13.7,First,153.86,11.51,5,Manual,2014
HONDA CR-V,HONDA,Petrol,46125,12,Second,187.4,12.5,5,Automatic,2013
HONDA CR-V,HONDA,Petrol,63050,11.1,First,158.8,17.5,5,Automatic,2015
HONDA CR-V,HONDA,Petrol,70000,13.1,First,141.1,4,5,Manual,2008
HONDA CR-V,HONDA,Petrol,98000,10.8,Second,152,4.7,5,Manual,2007
HONDA CR-V,HONDA,Petrol,82167,10.1,First,152,5.4,5,Automatic,2008
HONDA CR-V,HONDA,Petrol,115800,10.1,Third,152,3.8,5,Automatic,2007
HONDA CR-V,HONDA,Petrol,75000,11.1,Second,158.8,3.9,5,Manual,2008
HONDA CR-V,HONDA,Petrol,88046,10.1,First,152,13.99,5,Automatic,2014
HONDA CR-V,HONDA,Petrol,41697,13.1,First,141.1,16.68,5,Automatic,2017
HONDA CR-V,HONDA,Petrol,56100,13.7,First,153.86,9.75,5,Manual,2014
HONDA CR-V,HONDA,Petrol,67758,10.8,First,153.7656,9.5,5,Manual,2010
HONDA CR-V,HONDA,Petrol,27000,14,First,153.7656,11.99,5,Automatic,2013
HONDA CR-V,HONDA,Petrol,35000,10.1,First,152,14.7,5,Automatic,2015
HONDA CR-V,HONDA,Petrol,92000,10.8,Second,152,3.7,5,Manual,2008
HONDA CR-V,HONDA,Petrol,66000,11.1,First,158.8,3.7,5,Automatic,2007
HONDA CR-V,HONDA,Petrol,66000,10.1,Second,152,3.9,5,Automatic,2006
HONDA CR-V,HONDA,Petrol,55987,13.7,First,153.86,8.22,5,Automatic,2011
HONDA CR-V,HONDA,Petrol,80000,10.1,Third,152,2,5,Automatic,2006
HONDA CR-V,HONDA,Petrol,100009,13.1,Second,141.1,6.5,5,Manual,2008
HONDA CR-V,HONDA,Petrol,135000,14.4,Third,152,3,5,Automatic,2004
HONDA CR-V,HONDA,Petrol,112827,13.1,First,141.1,10.5,5,Automatic,2014
HONDA JAZZ,HONDA,Petrol,46000,18.2,First,88.7,4.5,5,Manual,2011
HONDA JAZZ,HONDA,Petrol,12000,19,First,88.7,6,5,Automatic,2015
HONDA JAZZ,HONDA,Petrol,49575,18.7,First,88.7,7.17,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,62178,18.2,First,88.7,4.85,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,28503,19,First,88.7,6.86,5,Automatic,2016
HONDA JAZZ,HONDA,Diesel,63642,27.3,First,98.6,5.65,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,17377,18.7,First,88.7,5.9,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,20024,18.2,First,88.7,8.46,5,Manual,2018
HONDA JAZZ,HONDA,Petrol,23280,18.7,First,88.7,6.5,5,Manual,2016
HONDA JAZZ,HONDA,Diesel,38000,27.3,First,98.6,6.21,5,Manual,2016
HONDA JAZZ,HONDA,Diesel,27210,27.3,First,98.6,5.85,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,15399,18.7,First,88.7,6.4,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,21000,19,First,88.7,6.35,5,Automatic,2016
HONDA JAZZ,HONDA,Petrol,38593,18.7,First,88.7,6.17,5,Manual,2018
HONDA JAZZ,HONDA,Petrol,18664,18.7,First,88.7,7.56,5,Manual,2018
HONDA JAZZ,HONDA,Diesel,27000,27.3,First,98.6,8,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,24700,18.7,First,88.7,7.07,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,21771,18.7,First,88.7,4.95,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,45000,18.7,First,88.7,4.75,5,Manual,2015
HONDA JAZZ,HONDA,Diesel,45449,27.3,First,98.6,7.48,5,Manual,2016
HONDA JAZZ,HONDA,Diesel,43000,27.3,First,98.6,7.75,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,31700,18.7,First,88.7,6.45,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,33000,19,First,88.7,7.25,5,Automatic,2015
HONDA JAZZ,HONDA,Diesel,45671,27.3,First,98.6,7.2,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,23000,18.7,First,88.7,5.6,5,Manual,2015
HONDA JAZZ,HONDA,Diesel,48719,27.3,First,98.6,6.25,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,45000,16.7,First,88.8,1.99,5,Manual,2010
HONDA JAZZ,HONDA,Petrol,25238,18.7,First,88.7,6.2,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,31378,18.2,First,88.7,5.9,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,31000,18.7,First,88.7,4.9,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,11000,18.7,First,88.7,6.75,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,12794,19,First,88.7,9.15,5,Automatic,2018
HONDA JAZZ,HONDA,Petrol,27628,18.7,First,88.7,4.95,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,37000,18.2,First,88.7,6.3,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,17978,19,First,88.7,6.95,5,Automatic,2017
HONDA JAZZ,HONDA,Petrol,27000,19,First,88.7,5.95,5,Automatic,2015
HONDA JAZZ,HONDA,Petrol,28500,18.7,First,88.7,5.95,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,41981,18.7,First,88.7,6.14,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,3000,19,First,88.7,8.25,5,Automatic,2018
HONDA JAZZ,HONDA,Diesel,44345,27.3,First,98.6,6.1,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,20568,18.7,First,88.7,5.6,5,Manual,2015
HONDA JAZZ,HONDA,Diesel,35000,27.3,First,98.6,5.5,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,55000,16,First,90,2.35,5,Manual,2010
HONDA JAZZ,HONDA,Petrol,39800,16,First,90,1.99,5,Manual,2010
HONDA JAZZ,HONDA,Petrol,36973,18.2,First,88.7,6.8,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,98000,16.7,First,91.24736842,3.15,5,Manual,2011
HONDA JAZZ,HONDA,Diesel,67000,27.3,First,98.6,6.9,5,Manual,2015
HONDA JAZZ,HONDA,Diesel,97000,27.3,First,98.6,6.4,5,Manual,2015
HONDA JAZZ,HONDA,Petrol,8000,18.2,First,88.7,7.9,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,45000,16,First,90,2,5,Manual,2010
HONDA JAZZ,HONDA,Diesel,17151,27.3,First,98.6,8.4,5,Manual,2017
HONDA JAZZ,HONDA,Petrol,82606,16,Second,90,2.69,5,Manual,2010
HONDA JAZZ,HONDA,Petrol,30534,19,First,88.7,7.42,5,Automatic,2016
HONDA JAZZ,HONDA,Diesel,14980,27.3,First,98.6,7.4,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,22700,18.7,First,88.7,5.55,5,Manual,2016
HONDA JAZZ,HONDA,Petrol,66507,19,Second,88.7,5.43,5,Automatic,2017
HONDA JAZZ,HONDA,Petrol,69768,16,First,90,2.9,5,Manual,2011
HONDA JAZZ,HONDA,Petrol,20026,19,First,88.7,9.27,5,Automatic,2018
HONDA MOBILIO,HONDA,Petrol,25000,17.3,Second,117.3,4.25,7,Manual,2015
HONDA MOBILIO,HONDA,Diesel,65000,24.2,First,98.6,5.5,7,Manual,2015
HONDA MOBILIO,HONDA,Diesel,23000,24.5,First,98.6,6.9,7,Manual,2014
HONDA MOBILIO,HONDA,Diesel,50000,24.2,First,98.6,4.7,7,Manual,2015
HONDA MOBILIO,HONDA,Diesel,57000,24.2,First,98.6,5.75,7,Manual,2014
HONDA MOBILIO,HONDA,Diesel,50624,24.2,First,98.6,6.32,7,Manual,2015
HONDA MOBILIO,HONDA,Petrol,43081,17.3,First,117.3,5.25,7,Manual,2014
HONDA MOBILIO,HONDA,Diesel,50808,24.2,Second,98.6,6.68,7,Manual,2017
HONDA MOBILIO,HONDA,Diesel,31250,24.5,First,98.6,6.5,7,Manual,2015
HONDA MOBILIO,HONDA,Petrol,23000,17.3,First,117.3,4.25,7,Manual,2014
HONDA MOBILIO,HONDA,Petrol,26000,17.3,First,117.3,4.25,7,Manual,2015
HONDA MOBILIO,HONDA,Diesel,80000,24.2,Second,98.6,4.85,7,Manual,2014
HONDA MOBILIO,HONDA,Diesel,45000,24.2,First,98.6,5,7,Manual,2014
HONDA MOBILIO,HONDA,Petrol,35442,17.3,First,117.3,7.32,7,Manual,2018
HONDA MOBILIO,HONDA,Diesel,58972,24.2,First,98.6,6.5,7,Manual,2014
HONDA MOBILIO,HONDA,Diesel,67376,24.5,First,98.6,6.5,7,Manual,2016
HONDA WR-V,HONDA,Petrol,13913,17.5,First,88.7,8.2,5,Manual,2019
HONDA WRV,HONDA,Petrol,37430,17.5,First,88.7,9.9,5,Manual,2018
HONDA WRV,HONDA,Petrol,15135,17.5,First,88.7,9.29,5,Manual,2018
HONDA WRV,HONDA,Petrol,32248,17.5,First,88.7,8.25,5,Manual,2017
HONDA WRV,HONDA,Petrol,15000,17.5,First,88.7,8.9,5,Manual,2017
HYUNDAI ACCENT,HYUNDAI,Diesel,160538,13.1,First,82,1.8,5,Manual,2006
HYUNDAI ACCENT,HYUNDAI,Petrol,5834,13.2,First,94,0.8,5,Manual,2005
HYUNDAI ACCENT,HYUNDAI,Petrol,72000,13.2,Second,94,2,5,Manual,2008
HYUNDAI ACCENT,HYUNDAI,CNG,95637,13.2,Second,93.7,1.9,5,Manual,2010
HYUNDAI ACCENT,HYUNDAI,Petrol,47300,14.4,Second,94,1.2,5,Manual,2004
HYUNDAI ACCENT,HYUNDAI,Petrol,58000,13.2,Second,94,2.5,5,Manual,2010
HYUNDAI ACCENT,HYUNDAI,Petrol,52325,16.36,First,93.7,2,5,Manual,2010
HYUNDAI ACCENT,HYUNDAI,Petrol,45200,13.2,First,94,0.9,5,Manual,2005
HYUNDAI ACCENT,HYUNDAI,Petrol,55000,13.2,First,94,2.65,5,Manual,2007
HYUNDAI ACCENT,HYUNDAI,Diesel,150000,13.1,First,82,0.85,5,Manual,2005
HYUNDAI ACCENT,HYUNDAI,Petrol,80000,13.2,Second,94,1.9,5,Manual,2008
HYUNDAI ACCENT,HYUNDAI,Petrol,32773,13.2,First,94,2.05,5,Manual,2010
HYUNDAI ACCENT,HYUNDAI,Petrol,110000,13.2,First,94,0.6,5,Manual,2004
HYUNDAI ACCENT,HYUNDAI,Petrol,123200,13.2,Second,94,1,5,Manual,2005
HYUNDAI ACCENT,HYUNDAI,Petrol,56000,13.2,First,94,2.45,5,Manual,2012
HYUNDAI ACCENT,HYUNDAI,Petrol,130000,13.2,Second,94,0.75,5,Manual,2001
HYUNDAI ACCENT,HYUNDAI,Petrol,62364,13.2,First,94,2.3,5,Manual,2008
HYUNDAI ACCENT,HYUNDAI,Petrol,50000,13.2,First,94,0.7,5,Manual,2005
HYUNDAI CRETA,HYUNDAI,Diesel,41000,19.67,First,126.2,12.5,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,13000,22.1,First,88.7,10.5,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,27057,15.29,Second,121.3,8.15,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,28000,19.67,First,126.2,13.75,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,23163,15.29,First,121.3,12.03,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,29952,13,First,121.3,13.77,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Diesel,32000,17.01,First,126.2,15.5,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Petrol,8587,15.29,First,121.3,13.56,5,Manual,2019
HYUNDAI CRETA,HYUNDAI,Petrol,69434,15.8,First,121.3,8,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,21000,15.8,First,121.3,10.9,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,47016,15.29,First,121.3,9.43,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,43000,19.67,First,126.2,9.25,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,63770,19.67,First,126.2,13.55,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,36855,15.29,Second,121.3,8.77,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,52383,19.67,First,126.2,14.82,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,26246,15.29,First,121.3,10.75,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,55000,17.6,First,126.2,12.5,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Petrol,68000,15.29,First,121.3,9.85,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,38767,19.67,First,126.2,12.6,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,2500,15.29,First,121.3,12.75,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,19623,15.29,First,121.3,13.12,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,37024,17.01,First,126.2,10.97,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Diesel,55100,17.01,First,126.2,12,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,44865,19.67,First,126.2,13.35,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,41000,19.67,First,126.2,11.9,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,83950,19.67,First,126.2,9.95,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Petrol,24347,15.8,First,121.3,11,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,41713,19.67,First,126.2,12.5,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,36458,15.29,First,121.3,12.34,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,51000,19.67,First,126.2,9.2,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,29477,15.8,First,121.3,10.25,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,38593,17.01,First,126.2,13.23,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,11554,19.67,First,126.2,14.25,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,27000,19.67,First,126.2,12.9,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,40459,19.67,First,126.2,13.28,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,50170,17.01,First,126.2,14.79,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Diesel,58671,17.01,First,126.2,14.25,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,65800,17.01,First,126.2,12.5,5,Automatic,2015
HYUNDAI CRETA,HYUNDAI,Petrol,32807,13,First,121.3,14.76,5,Automatic,2018
HYUNDAI CRETA,HYUNDAI,Diesel,13000,17.01,First,126.2,14.5,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Petrol,23875,13,First,121.3,14.36,5,Automatic,2018
HYUNDAI CRETA,HYUNDAI,Diesel,54321,19.67,First,126.2,13.54,5,Manual,2019
HYUNDAI CRETA,HYUNDAI,Diesel,37247,19.67,First,126.2,13.69,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,40158,19.67,First,126.2,13.75,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,42244,19.67,First,126.2,12,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,27000,13,First,121.3,11.45,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,35000,21.38,First,88.7,9.9,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,32434,13,First,121.3,14.35,5,Automatic,2018
HYUNDAI CRETA,HYUNDAI,Diesel,33000,17.01,First,126.2,14.5,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,42784,21.38,First,88.7,10.17,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,41641,21.38,First,88.7,10.82,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,21363,13,First,121.3,13.49,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Diesel,14000,17.6,First,126.2,11.25,5,Automatic,2018
HYUNDAI CRETA,HYUNDAI,Diesel,61786,19.67,First,126.2,10.5,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,44887,19.67,First,126.2,12.13,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,15731,15.29,First,121.3,12.49,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,26000,15.29,First,121.3,12.5,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,48200,15.29,First,121.3,9,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Petrol,47183,15.8,Second,121.3,11.31,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,101065,20.5,First,126.2,11.45,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,26000,15.29,First,121.3,9.5,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Petrol,25000,13,First,121.3,12.75,5,Automatic,2017
HYUNDAI CRETA,HYUNDAI,Diesel,51000,19.67,First,126.2,13.25,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,60083,19.67,First,126.2,13.78,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,44000,19.67,First,126.2,12.5,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,78046,19.67,First,126.2,10.9,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,93000,20.5,First,126.2,10.8,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,29000,19.67,First,126.2,13,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Petrol,40000,15.29,First,121.3,11.5,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,52553,19.67,First,126.2,12.26,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Petrol,44383,15.8,First,121.3,13.25,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,69000,15.8,First,121.3,9.7,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,24864,20.5,First,126.2,16.27,5,Manual,2019
HYUNDAI CRETA,HYUNDAI,Petrol,28000,13,First,121.3,11.85,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Petrol,53322,15.8,First,121.3,12.13,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,17665,15.8,First,121.3,11.78,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Diesel,50129,19.67,First,126.2,13.3,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Diesel,47392,20.5,First,126.2,13.82,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,26000,17.01,First,126.2,12.65,5,Automatic,2015
HYUNDAI CRETA,HYUNDAI,Diesel,37023,19.67,First,126.2,13.39,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,47250,19.67,Second,126.2,11,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Petrol,17702,15.29,First,121.3,11.94,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,38271,15.29,First,121.3,12.53,5,Manual,2017
HYUNDAI CRETA,HYUNDAI,Petrol,32854,13,First,121.3,12.6,5,Automatic,2018
HYUNDAI CRETA,HYUNDAI,Diesel,55687,21.38,First,88.7,12.15,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,35480,19.67,First,126.2,13.34,5,Manual,2018
HYUNDAI CRETA,HYUNDAI,Petrol,22982,13,First,121.3,10.95,5,Automatic,2016
HYUNDAI CRETA,HYUNDAI,Diesel,29000,19.67,First,126.2,12.6,5,Manual,2016
HYUNDAI CRETA,HYUNDAI,Diesel,32000,21.38,First,88.7,10.25,5,Manual,2015
HYUNDAI CRETA,HYUNDAI,Diesel,30519,19.67,First,126.2,12.81,5,Manual,2017
